AGE,WORKCLASS,FNLWGT,EDUCATION,EDUCATION-NUM,MARITAL-STATUS,OCCUPATION,OCCUPATION-NUM,RELATIONSHIP,RACE,SEX,HOURS-PER-WEEK,NATIVE-COUNTRY,SALARY
21,PRIVATE,312956,HS-GRAD,9,NEVER-MARRIED,CRAFT-REPAIR,3,OWN-CHILD,BLACK,MALE,40,UNITED-STATES, <=50K
34,PRIVATE,483777,HS-GRAD,9,NEVER-MARRIED,HANDLERS-CLEANERS,6,NOT-IN-FAMILY,BLACK,MALE,40,UNITED-STATES, <=50K
18,PRIVATE,183930,HS-GRAD,9,NEVER-MARRIED,OTHER-SERVICE,8,OWN-CHILD,WHITE,MALE,12,UNITED-STATES, <=50K
33,PRIVATE,37274,BACHELORS,13,MARRIED-CIV-SPOUSE,PROF-SPECIALTY,10,HUSBAND,WHITE,MALE,65,UNITED-STATES, <=50K
44,LOCAL-GOV,181344,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,BLACK,MALE,38,UNITED-STATES, >50K
43,PRIVATE,114580,SOME-COLLEGE,10,DIVORCED,ADM-CLERICAL,1,NOT-IN-FAMILY,WHITE,FEMALE,40,UNITED-STATES, <=50K
30,PRIVATE,633742,SOME-COLLEGE,10,NEVER-MARRIED,CRAFT-REPAIR,3,NOT-IN-FAMILY,BLACK,MALE,45,UNITED-STATES, <=50K
40,PRIVATE,286370,7TH-8TH,4,MARRIED-CIV-SPOUSE,MACHINE-OP-INSPCT,7,HUSBAND,WHITE,MALE,40,MEXICO, >50K
37,FEDERAL-GOV,29054,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,ADM-CLERICAL,1,HUSBAND,WHITE,MALE,42,UNITED-STATES, >50K
34,PRIVATE,304030,HS-GRAD,9,MARRIED-CIV-SPOUSE,ADM-CLERICAL,1,HUSBAND,BLACK,MALE,40,UNITED-STATES, <=50K
41,SELF-EMP-NOT-INC,143129,BACHELORS,13,DIVORCED,EXEC-MANAGERIAL,4,NOT-IN-FAMILY,WHITE,FEMALE,40,UNITED-STATES, <=50K
31,PRIVATE,99928,MASTERS,14,MARRIED-CIV-SPOUSE,PROF-SPECIALTY,10,WIFE,WHITE,FEMALE,50,UNITED-STATES, <=50K
58,STATE-GOV,109567,DOCTORATE,16,MARRIED-CIV-SPOUSE,PROF-SPECIALTY,10,HUSBAND,WHITE,MALE,1,UNITED-STATES, >50K
38,PRIVATE,155222,SOME-COLLEGE,10,DIVORCED,MACHINE-OP-INSPCT,7,NOT-IN-FAMILY,BLACK,FEMALE,28,UNITED-STATES, <=50K
24,PRIVATE,159567,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,MACHINE-OP-INSPCT,7,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
41,LOCAL-GOV,523910,BACHELORS,13,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,BLACK,MALE,40,UNITED-STATES, <=50K
47,PRIVATE,120939,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,TECH-SUPPORT,13,HUSBAND,WHITE,MALE,45,UNITED-STATES, <=50K
41,FEDERAL-GOV,130760,BACHELORS,13,MARRIED-CIV-SPOUSE,TECH-SUPPORT,13,HUSBAND,WHITE,MALE,24,UNITED-STATES, <=50K
23,PRIVATE,197387,5TH-6TH,3,MARRIED-CIV-SPOUSE,TRANSPORT-MOVING,14,OTHER-RELATIVE,WHITE,MALE,40,MEXICO, <=50K
36,PRIVATE,99374,SOME-COLLEGE,10,DIVORCED,CRAFT-REPAIR,3,NOT-IN-FAMILY,WHITE,MALE,40,UNITED-STATES, <=50K
40,FEDERAL-GOV,56795,MASTERS,14,NEVER-MARRIED,EXEC-MANAGERIAL,4,NOT-IN-FAMILY,WHITE,FEMALE,55,UNITED-STATES, >50K
35,PRIVATE,138992,MASTERS,14,MARRIED-CIV-SPOUSE,PROF-SPECIALTY,10,OTHER-RELATIVE,WHITE,MALE,40,UNITED-STATES, >50K
24,SELF-EMP-NOT-INC,32921,HS-GRAD,9,NEVER-MARRIED,SALES,12,NOT-IN-FAMILY,WHITE,MALE,40,UNITED-STATES, <=50K
26,PRIVATE,397317,MASTERS,14,NEVER-MARRIED,PROF-SPECIALTY,10,NOT-IN-FAMILY,WHITE,FEMALE,40,UNITED-STATES, <=50K
51,PRIVATE,259323,BACHELORS,13,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,50,UNITED-STATES, >50K
42,LOCAL-GOV,254817,SOME-COLLEGE,10,NEVER-MARRIED,PROF-SPECIALTY,10,NOT-IN-FAMILY,WHITE,FEMALE,40,UNITED-STATES, <=50K
37,STATE-GOV,48211,HS-GRAD,9,DIVORCED,ADM-CLERICAL,1,UNMARRIED,WHITE,FEMALE,35,UNITED-STATES, <=50K
18,PRIVATE,140164,11TH,7,NEVER-MARRIED,SALES,12,OWN-CHILD,WHITE,FEMALE,40,UNITED-STATES, <=50K
36,PRIVATE,128757,BACHELORS,13,MARRIED-CIV-SPOUSE,OTHER-SERVICE,8,HUSBAND,BLACK,MALE,36,UNITED-STATES, >50K
35,PRIVATE,36270,HS-GRAD,9,DIVORCED,CRAFT-REPAIR,3,NOT-IN-FAMILY,WHITE,MALE,60,UNITED-STATES, <=50K
58,SELF-EMP-INC,210563,HS-GRAD,9,MARRIED-CIV-SPOUSE,SALES,12,WIFE,WHITE,FEMALE,35,UNITED-STATES, >50K
17,PRIVATE,65368,11TH,7,NEVER-MARRIED,SALES,12,OWN-CHILD,WHITE,FEMALE,12,UNITED-STATES, <=50K
44,LOCAL-GOV,160943,HS-GRAD,9,MARRIED-CIV-SPOUSE,TRANSPORT-MOVING,14,HUSBAND,BLACK,MALE,40,UNITED-STATES, <=50K
37,PRIVATE,208358,HS-GRAD,9,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
35,PRIVATE,153790,SOME-COLLEGE,10,NEVER-MARRIED,SALES,12,NOT-IN-FAMILY,AMER-INDIAN-ESKIMO,FEMALE,40,UNITED-STATES, <=50K
60,PRIVATE,85815,HS-GRAD,9,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,ASIAN-PAC-ISLANDER,MALE,40,UNITED-STATES, <=50K
54,SELF-EMP-INC,125417,7TH-8TH,4,MARRIED-CIV-SPOUSE,MACHINE-OP-INSPCT,7,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
37,PRIVATE,635913,BACHELORS,13,NEVER-MARRIED,EXEC-MANAGERIAL,4,NOT-IN-FAMILY,BLACK,MALE,60,UNITED-STATES, >50K
50,PRIVATE,313321,ASSOC-ACDM,12,DIVORCED,SALES,12,NOT-IN-FAMILY,WHITE,FEMALE,40,UNITED-STATES, <=50K
38,PRIVATE,182609,BACHELORS,13,MARRIED-CIV-SPOUSE,SALES,12,HUSBAND,WHITE,MALE,50,POLAND, <=50K
45,PRIVATE,109434,BACHELORS,13,MARRIED-CIV-SPOUSE,PROF-SPECIALTY,10,HUSBAND,WHITE,MALE,55,UNITED-STATES, <=50K
25,PRIVATE,255004,10TH,6,NEVER-MARRIED,CRAFT-REPAIR,3,NOT-IN-FAMILY,WHITE,MALE,40,UNITED-STATES, <=50K
31,PRIVATE,197860,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,HANDLERS-CLEANERS,6,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
90,PRIVATE,51744,HS-GRAD,9,NEVER-MARRIED,OTHER-SERVICE,8,NOT-IN-FAMILY,BLACK,MALE,40,UNITED-STATES, <=50K
54,PRIVATE,176681,HS-GRAD,9,MARRIED-CIV-SPOUSE,ADM-CLERICAL,1,HUSBAND,BLACK,MALE,20,UNITED-STATES, <=50K
53,LOCAL-GOV,140359,PRESCHOOL,1,NEVER-MARRIED,MACHINE-OP-INSPCT,7,NOT-IN-FAMILY,WHITE,FEMALE,35,UNITED-STATES, <=50K
18,PRIVATE,243313,HS-GRAD,9,NEVER-MARRIED,SALES,12,OWN-CHILD,WHITE,FEMALE,40,UNITED-STATES, <=50K
66,SELF-EMP-NOT-INC,167687,HS-GRAD,9,MARRIED-CIV-SPOUSE,FARMING-FISHING,5,HUSBAND,WHITE,MALE,50,UNITED-STATES, <=50K
75,PRIVATE,314209,ASSOC-VOC,11,WIDOWED,ADM-CLERICAL,1,NOT-IN-FAMILY,WHITE,FEMALE,20,COLUMBIA, <=50K
65,PRIVATE,176796,HS-GRAD,9,DIVORCED,ADM-CLERICAL,1,NOT-IN-FAMILY,WHITE,FEMALE,40,UNITED-STATES, <=50K
35,PRIVATE,538583,11TH,7,SEPARATED,TRANSPORT-MOVING,14,NOT-IN-FAMILY,BLACK,MALE,40,UNITED-STATES, <=50K
41,PRIVATE,130408,HS-GRAD,9,DIVORCED,SALES,12,UNMARRIED,BLACK,FEMALE,38,UNITED-STATES, <=50K
25,PRIVATE,159732,SOME-COLLEGE,10,NEVER-MARRIED,ADM-CLERICAL,1,NOT-IN-FAMILY,WHITE,MALE,42,UNITED-STATES, <=50K
33,PRIVATE,110978,SOME-COLLEGE,10,DIVORCED,CRAFT-REPAIR,3,OTHER-RELATIVE,OTHER,FEMALE,40,UNITED-STATES, <=50K
28,PRIVATE,76714,PROF-SCHOOL,15,NEVER-MARRIED,PROF-SPECIALTY,10,NOT-IN-FAMILY,WHITE,MALE,55,UNITED-STATES, >50K
59,STATE-GOV,268700,HS-GRAD,9,MARRIED-CIV-SPOUSE,OTHER-SERVICE,8,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
40,STATE-GOV,170525,SOME-COLLEGE,10,NEVER-MARRIED,ADM-CLERICAL,1,NOT-IN-FAMILY,WHITE,FEMALE,38,UNITED-STATES, <=50K
41,PRIVATE,180138,BACHELORS,13,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,50,IRAN, >50K
38,LOCAL-GOV,115076,MASTERS,14,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,70,UNITED-STATES, >50K
23,PRIVATE,115458,HS-GRAD,9,NEVER-MARRIED,TRANSPORT-MOVING,14,OWN-CHILD,WHITE,MALE,40,UNITED-STATES, <=50K
40,PRIVATE,347890,BACHELORS,13,MARRIED-CIV-SPOUSE,PROF-SPECIALTY,10,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
41,SELF-EMP-NOT-INC,196001,HS-GRAD,9,MARRIED-CIV-SPOUSE,OTHER-SERVICE,8,WIFE,WHITE,FEMALE,20,UNITED-STATES, <=50K
24,STATE-GOV,273905,ASSOC-ACDM,12,MARRIED-CIV-SPOUSE,PROTECTIVE-SERV,11,HUSBAND,WHITE,MALE,50,UNITED-STATES, <=50K
38,PRIVATE,179488,SOME-COLLEGE,10,DIVORCED,CRAFT-REPAIR,3,NOT-IN-FAMILY,WHITE,MALE,40,UNITED-STATES, <=50K
58,PRIVATE,236596,HS-GRAD,9,MARRIED-CIV-SPOUSE,ADM-CLERICAL,1,HUSBAND,WHITE,MALE,45,UNITED-STATES, >50K
32,PRIVATE,183916,HS-GRAD,9,NEVER-MARRIED,OTHER-SERVICE,8,NOT-IN-FAMILY,WHITE,FEMALE,34,UNITED-STATES, <=50K
40,PRIVATE,207578,ASSOC-ACDM,12,MARRIED-CIV-SPOUSE,TECH-SUPPORT,13,HUSBAND,WHITE,MALE,60,UNITED-STATES, >50K
41,PRIVATE,112763,PROF-SCHOOL,15,MARRIED-CIV-SPOUSE,PROF-SPECIALTY,10,WIFE,WHITE,FEMALE,40,UNITED-STATES, >50K
42,PRIVATE,390781,BACHELORS,13,MARRIED-CIV-SPOUSE,ADM-CLERICAL,1,WIFE,BLACK,FEMALE,40,UNITED-STATES, <=50K
59,LOCAL-GOV,171328,10TH,6,WIDOWED,OTHER-SERVICE,8,UNMARRIED,BLACK,FEMALE,30,UNITED-STATES, <=50K
19,LOCAL-GOV,27382,SOME-COLLEGE,10,NEVER-MARRIED,ADM-CLERICAL,1,OWN-CHILD,WHITE,MALE,40,UNITED-STATES, <=50K
58,PRIVATE,259014,SOME-COLLEGE,10,NEVER-MARRIED,TRANSPORT-MOVING,14,NOT-IN-FAMILY,WHITE,MALE,20,UNITED-STATES, <=50K
42,SELF-EMP-NOT-INC,303044,HS-GRAD,9,MARRIED-CIV-SPOUSE,FARMING-FISHING,5,HUSBAND,ASIAN-PAC-ISLANDER,MALE,40,CAMBODIA, >50K
20,PRIVATE,117789,HS-GRAD,9,NEVER-MARRIED,OTHER-SERVICE,8,OWN-CHILD,WHITE,FEMALE,40,UNITED-STATES, <=50K
32,PRIVATE,172579,HS-GRAD,9,SEPARATED,OTHER-SERVICE,8,NOT-IN-FAMILY,WHITE,FEMALE,30,UNITED-STATES, <=50K
45,PRIVATE,187666,ASSOC-VOC,11,WIDOWED,EXEC-MANAGERIAL,4,NOT-IN-FAMILY,WHITE,FEMALE,45,UNITED-STATES, <=50K
50,PRIVATE,204518,7TH-8TH,4,DIVORCED,CRAFT-REPAIR,3,NOT-IN-FAMILY,WHITE,MALE,40,UNITED-STATES, <=50K
36,PRIVATE,150042,BACHELORS,13,DIVORCED,PROF-SPECIALTY,10,OWN-CHILD,WHITE,FEMALE,40,UNITED-STATES, <=50K
45,PRIVATE,98092,HS-GRAD,9,MARRIED-CIV-SPOUSE,SALES,12,HUSBAND,WHITE,MALE,60,UNITED-STATES, <=50K
17,PRIVATE,245918,11TH,7,NEVER-MARRIED,OTHER-SERVICE,8,OWN-CHILD,WHITE,MALE,12,UNITED-STATES, <=50K
59,PRIVATE,146013,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,SALES,12,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
26,PRIVATE,378322,11TH,7,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
37,SELF-EMP-INC,257295,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,ASIAN-PAC-ISLANDER,MALE,75,THAILAND, >50K
64,PRIVATE,21174,HS-GRAD,9,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
33,PRIVATE,185480,BACHELORS,13,NEVER-MARRIED,PROF-SPECIALTY,10,NOT-IN-FAMILY,WHITE,FEMALE,45,UNITED-STATES, <=50K
33,PRIVATE,222205,HS-GRAD,9,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,WIFE,WHITE,FEMALE,40,UNITED-STATES, >50K
61,PRIVATE,69867,HS-GRAD,9,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
17,PRIVATE,191260,9TH,5,NEVER-MARRIED,OTHER-SERVICE,8,OWN-CHILD,WHITE,MALE,24,UNITED-STATES, <=50K
50,SELF-EMP-NOT-INC,30653,MASTERS,14,MARRIED-CIV-SPOUSE,FARMING-FISHING,5,HUSBAND,WHITE,MALE,98,UNITED-STATES, <=50K
27,LOCAL-GOV,209109,MASTERS,14,NEVER-MARRIED,PROF-SPECIALTY,10,OWN-CHILD,WHITE,MALE,35,UNITED-STATES, <=50K
30,PRIVATE,70377,HS-GRAD,9,DIVORCED,PROF-SPECIALTY,10,OWN-CHILD,WHITE,FEMALE,40,UNITED-STATES, <=50K
43,PRIVATE,477983,HS-GRAD,9,MARRIED-CIV-SPOUSE,HANDLERS-CLEANERS,6,HUSBAND,BLACK,MALE,40,UNITED-STATES, <=50K
44,PRIVATE,170924,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
35,PRIVATE,190174,SOME-COLLEGE,10,NEVER-MARRIED,EXEC-MANAGERIAL,4,NOT-IN-FAMILY,WHITE,FEMALE,40,UNITED-STATES, <=50K
25,PRIVATE,193787,SOME-COLLEGE,10,NEVER-MARRIED,TECH-SUPPORT,13,OWN-CHILD,WHITE,FEMALE,40,UNITED-STATES, <=50K
24,PRIVATE,279472,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,MACHINE-OP-INSPCT,7,WIFE,WHITE,FEMALE,48,UNITED-STATES, >50K
22,PRIVATE,34918,BACHELORS,13,NEVER-MARRIED,PROF-SPECIALTY,10,NOT-IN-FAMILY,WHITE,FEMALE,15,GERMANY, <=50K
42,LOCAL-GOV,97688,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
34,PRIVATE,175413,ASSOC-ACDM,12,DIVORCED,SALES,12,UNMARRIED,BLACK,FEMALE,45,UNITED-STATES, <=50K
60,PRIVATE,173960,BACHELORS,13,DIVORCED,PROF-SPECIALTY,10,NOT-IN-FAMILY,WHITE,FEMALE,42,UNITED-STATES, <=50K
21,PRIVATE,205759,HS-GRAD,9,NEVER-MARRIED,HANDLERS-CLEANERS,6,OWN-CHILD,WHITE,MALE,40,UNITED-STATES, <=50K
57,FEDERAL-GOV,425161,MASTERS,14,MARRIED-CIV-SPOUSE,SALES,12,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
41,PRIVATE,220531,PROF-SCHOOL,15,MARRIED-CIV-SPOUSE,PROF-SPECIALTY,10,HUSBAND,WHITE,MALE,60,UNITED-STATES, >50K
50,PRIVATE,176609,SOME-COLLEGE,10,DIVORCED,OTHER-SERVICE,8,NOT-IN-FAMILY,WHITE,MALE,45,UNITED-STATES, <=50K
25,PRIVATE,371987,BACHELORS,13,NEVER-MARRIED,EXEC-MANAGERIAL,4,NOT-IN-FAMILY,WHITE,FEMALE,40,UNITED-STATES, <=50K
50,PRIVATE,193884,7TH-8TH,4,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,40,ECUADOR, <=50K
36,PRIVATE,200352,BACHELORS,13,MARRIED-CIV-SPOUSE,PROF-SPECIALTY,10,HUSBAND,WHITE,MALE,45,UNITED-STATES, <=50K
31,PRIVATE,127595,HS-GRAD,9,DIVORCED,PROF-SPECIALTY,10,NOT-IN-FAMILY,WHITE,FEMALE,40,UNITED-STATES, <=50K
29,LOCAL-GOV,220419,BACHELORS,13,NEVER-MARRIED,PROTECTIVE-SERV,11,NOT-IN-FAMILY,WHITE,MALE,56,UNITED-STATES, <=50K
21,PRIVATE,231931,SOME-COLLEGE,10,NEVER-MARRIED,SALES,12,OWN-CHILD,WHITE,MALE,45,UNITED-STATES, <=50K
27,PRIVATE,248402,BACHELORS,13,NEVER-MARRIED,TECH-SUPPORT,13,UNMARRIED,BLACK,FEMALE,40,UNITED-STATES, <=50K
65,PRIVATE,111095,HS-GRAD,9,MARRIED-CIV-SPOUSE,TRANSPORT-MOVING,14,HUSBAND,WHITE,MALE,16,UNITED-STATES, <=50K
37,SELF-EMP-INC,57424,BACHELORS,13,DIVORCED,SALES,12,NOT-IN-FAMILY,WHITE,FEMALE,60,UNITED-STATES, <=50K
24,PRIVATE,278130,HS-GRAD,9,NEVER-MARRIED,CRAFT-REPAIR,3,OWN-CHILD,WHITE,MALE,40,UNITED-STATES, <=50K
38,PRIVATE,169469,HS-GRAD,9,DIVORCED,SALES,12,NOT-IN-FAMILY,WHITE,MALE,80,UNITED-STATES, <=50K
48,PRIVATE,146268,BACHELORS,13,MARRIED-CIV-SPOUSE,ADM-CLERICAL,1,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
21,PRIVATE,153718,SOME-COLLEGE,10,NEVER-MARRIED,OTHER-SERVICE,8,NOT-IN-FAMILY,ASIAN-PAC-ISLANDER,FEMALE,25,UNITED-STATES, <=50K
31,PRIVATE,217460,HS-GRAD,9,MARRIED-CIV-SPOUSE,TRANSPORT-MOVING,14,HUSBAND,WHITE,MALE,45,UNITED-STATES, >50K
55,PRIVATE,238638,HS-GRAD,9,MARRIED-CIV-SPOUSE,SALES,12,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
24,PRIVATE,303296,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,ADM-CLERICAL,1,WIFE,ASIAN-PAC-ISLANDER,FEMALE,40,LAOS, <=50K
43,PRIVATE,173321,HS-GRAD,9,DIVORCED,ADM-CLERICAL,1,NOT-IN-FAMILY,WHITE,FEMALE,40,UNITED-STATES, <=50K
26,PRIVATE,193945,ASSOC-ACDM,12,NEVER-MARRIED,TECH-SUPPORT,13,NOT-IN-FAMILY,WHITE,MALE,45,UNITED-STATES, <=50K
46,PRIVATE,83082,ASSOC-ACDM,12,NEVER-MARRIED,PROF-SPECIALTY,10,NOT-IN-FAMILY,WHITE,FEMALE,33,UNITED-STATES, <=50K
35,PRIVATE,193815,ASSOC-ACDM,12,MARRIED-CIV-SPOUSE,ADM-CLERICAL,1,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
41,SELF-EMP-INC,34987,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,FARMING-FISHING,5,HUSBAND,WHITE,MALE,54,UNITED-STATES, >50K
26,PRIVATE,59306,BACHELORS,13,NEVER-MARRIED,SALES,12,NOT-IN-FAMILY,WHITE,MALE,40,UNITED-STATES, <=50K
34,PRIVATE,142897,MASTERS,14,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,ASIAN-PAC-ISLANDER,MALE,35,TAIWAN, >50K
36,SELF-EMP-NOT-INC,205607,BACHELORS,13,DIVORCED,PROF-SPECIALTY,10,NOT-IN-FAMILY,BLACK,FEMALE,40,UNITED-STATES, >50K
22,PRIVATE,199698,SOME-COLLEGE,10,NEVER-MARRIED,SALES,12,OWN-CHILD,WHITE,MALE,15,UNITED-STATES, <=50K
24,PRIVATE,191954,SOME-COLLEGE,10,NEVER-MARRIED,MACHINE-OP-INSPCT,7,NOT-IN-FAMILY,WHITE,MALE,40,UNITED-STATES, <=50K
77,SELF-EMP-NOT-INC,138714,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,SALES,12,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
22,PRIVATE,399087,5TH-6TH,3,MARRIED-CIV-SPOUSE,MACHINE-OP-INSPCT,7,OTHER-RELATIVE,WHITE,FEMALE,40,MEXICO, <=50K
29,PRIVATE,423158,SOME-COLLEGE,10,NEVER-MARRIED,TECH-SUPPORT,13,NOT-IN-FAMILY,WHITE,FEMALE,40,UNITED-STATES, <=50K
62,PRIVATE,159841,HS-GRAD,9,WIDOWED,OTHER-SERVICE,8,NOT-IN-FAMILY,WHITE,FEMALE,24,UNITED-STATES, <=50K
39,SELF-EMP-NOT-INC,174308,HS-GRAD,9,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
43,PRIVATE,50356,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,50,UNITED-STATES, <=50K
35,PRIVATE,186110,HS-GRAD,9,DIVORCED,TRANSPORT-MOVING,14,NOT-IN-FAMILY,WHITE,MALE,45,UNITED-STATES, <=50K
29,PRIVATE,200381,11TH,7,NEVER-MARRIED,EXEC-MANAGERIAL,4,NOT-IN-FAMILY,WHITE,FEMALE,40,UNITED-STATES, <=50K
76,SELF-EMP-NOT-INC,174309,MASTERS,14,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,10,UNITED-STATES, <=50K
63,SELF-EMP-NOT-INC,78383,HS-GRAD,9,MARRIED-CIV-SPOUSE,FARMING-FISHING,5,HUSBAND,WHITE,MALE,45,UNITED-STATES, <=50K
43,PRIVATE,187728,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,PROF-SPECIALTY,10,WIFE,WHITE,FEMALE,50,UNITED-STATES, >50K
58,SELF-EMP-NOT-INC,321171,HS-GRAD,9,MARRIED-CIV-SPOUSE,HANDLERS-CLEANERS,6,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
66,PRIVATE,127921,HS-GRAD,9,NEVER-MARRIED,TRANSPORT-MOVING,14,NOT-IN-FAMILY,WHITE,MALE,55,UNITED-STATES, <=50K
41,PRIVATE,206565,SOME-COLLEGE,10,NEVER-MARRIED,CRAFT-REPAIR,3,NOT-IN-FAMILY,BLACK,MALE,45,UNITED-STATES, <=50K
26,PRIVATE,224563,BACHELORS,13,NEVER-MARRIED,ADM-CLERICAL,1,NOT-IN-FAMILY,WHITE,MALE,40,UNITED-STATES, <=50K
47,PRIVATE,178686,ASSOC-VOC,11,NEVER-MARRIED,OTHER-SERVICE,8,NOT-IN-FAMILY,WHITE,MALE,40,UNITED-STATES, <=50K
55,LOCAL-GOV,98545,10TH,6,MARRIED-CIV-SPOUSE,ADM-CLERICAL,1,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
53,PRIVATE,242606,HS-GRAD,9,MARRIED-CIV-SPOUSE,TRANSPORT-MOVING,14,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
17,PRIVATE,270942,5TH-6TH,3,NEVER-MARRIED,OTHER-SERVICE,8,OTHER-RELATIVE,WHITE,MALE,48,MEXICO, <=50K
30,PRIVATE,94235,HS-GRAD,9,NEVER-MARRIED,CRAFT-REPAIR,3,OTHER-RELATIVE,WHITE,MALE,40,UNITED-STATES, <=50K
49,PRIVATE,71195,MASTERS,14,NEVER-MARRIED,PROF-SPECIALTY,10,NOT-IN-FAMILY,WHITE,MALE,60,UNITED-STATES, <=50K
19,PRIVATE,104112,HS-GRAD,9,NEVER-MARRIED,SALES,12,UNMARRIED,BLACK,MALE,30,HAITI, <=50K
45,PRIVATE,261192,HS-GRAD,9,MARRIED-CIV-SPOUSE,OTHER-SERVICE,8,HUSBAND,BLACK,MALE,40,UNITED-STATES, <=50K
26,PRIVATE,94936,ASSOC-ACDM,12,NEVER-MARRIED,SALES,12,NOT-IN-FAMILY,WHITE,MALE,40,UNITED-STATES, <=50K
38,PRIVATE,296478,ASSOC-VOC,11,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
36,STATE-GOV,119272,HS-GRAD,9,MARRIED-CIV-SPOUSE,PROTECTIVE-SERV,11,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
33,PRIVATE,85043,HS-GRAD,9,NEVER-MARRIED,FARMING-FISHING,5,NOT-IN-FAMILY,WHITE,MALE,20,UNITED-STATES, <=50K
22,STATE-GOV,293364,SOME-COLLEGE,10,NEVER-MARRIED,PROTECTIVE-SERV,11,OWN-CHILD,BLACK,FEMALE,40,UNITED-STATES, <=50K
43,SELF-EMP-NOT-INC,241895,BACHELORS,13,NEVER-MARRIED,SALES,12,NOT-IN-FAMILY,WHITE,MALE,42,UNITED-STATES, <=50K
56,PRIVATE,101128,ASSOC-ACDM,12,MARRIED-SPOUSE-ABSENT,OTHER-SERVICE,8,NOT-IN-FAMILY,WHITE,MALE,25,IRAN, <=50K
31,PRIVATE,156464,BACHELORS,13,NEVER-MARRIED,PROF-SPECIALTY,10,OWN-CHILD,WHITE,MALE,25,UNITED-STATES, <=50K
33,PRIVATE,117963,BACHELORS,13,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
26,PRIVATE,192262,HS-GRAD,9,MARRIED-CIV-SPOUSE,OTHER-SERVICE,8,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
